Brand  ,Name of the product,Price,Purpose,Description,  Time of Use (AM or PM)  ,How often to be used a week,Key Ingredients,Ingredients,How to use (skin),PH Level,Skin Type,Is it safe for sensitive skin?,Age target,Helps with,Results showing in the period,What product should not be used together,UV sensitivity increase,How much to apply,Function,
Paula's Choice  ,Pore-Reducing Toner  ,$21.00,Hydrate  ,"A unique anti-aging toner rich in skin-replenishing ingredients that restores essential nutrients while defending against environmental damage.
Replenishes and revitalizes skin
Loaded with omega fatty acids and antioxidants
Soothing, milky texture
Use twice daily after cleansing skin",  AM/PM  ,No restrictions  ,"Hyaluronic Acid
Evening Primrose Oil & Fatty Acids  ","Water (Aqua), Cyclopentasiloxane (hydration), Glycerin (hydration/skin replenishing), Glycerth-26 (emollient), Polysorbate 20, Dimethiconol (texture-enhancing), Linoleic Acid (skin replenishing omega fatty acid), Oleic Acid (skin replenishing omega fatty acid), Linolenic Acid (skin replenishing omega fatty acid), Phospholipids (hydration/skin replenishing), Carnosine (skin-restoring), Epigallocatechin Gallate (antioxidant), Genistein (antioxidant), Sodium Hyaluronate (hydration/skin replenishing), Sphingolipids (hydration/skin replenishing), Ferulic Acid (antioxidant), Laurdimonium Hydroxypropyl Hydrolyzed Soy Protein (skin replenishing), Glycyrrhiza Glabra Root Extract (licorice extract/skin-soothing), Acetyl Glucosamine (hydration/skin replenishing), Quercetin (antioxidant), Oenothera Biennis (Evening Primrose) Oil (non-fragrant plant oil), Beta Vulgaris (Beet) Root Extract, Cucurbita Pepo (Pumpkin) Seed Extract (antioxidants), Lecithin (skin-restoring), Caprylic/Capric Triglyceride (emollient), Hydrolyzed Corn Starch (texture enhancer), Hydrogenated Lecithin (skin-restoring), Palmitic Acid (skin-replenishing omega fatty acid), Butylene Glycol (hydration), Acrylates/C10-30 Alkyl Acrylate Crosspolymer (texture-enhancing), Xanthan Gum (texture-enhancing), Laureth-23 (cleansing), Laureth-4 (texture-enhancing), Aminomethyl Propanol (pH adjuster), Disodium EDTA (stabilizer), Sodium Benzoate, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin (preservatives), Benzoic Acid, Sorbic Acid.","Clean, damp  ",N/A  ,Dehydrated  ,Yes  ,Any  ,Hydration;  Protect against pollution  ,N/A  ,N/A  ,Yes  ,Satured cotton pad   ,Hydrate  ,
Paula's Choice  ,Barrier Repair Moisturizer with Retinol  ,$33.00,Moisturize  ,"A remarkable skin-renewing anti-aging moisturizer that nourishes dehydrated skin while promoting a firmer-looking, radiant complexion.
Advanced formula targets all signs of aging
Retinol helps improve the appearance of wrinkles
Hydrating, creamy formula
Use as the last step in your PM skincare routine
Low-strength 0.01% retinol concentration",  AM/PM  ,No restrictions  ,Retinol  ,"Water (Aqua), Dicaprylyl Carbonate (emollient), Glycerin (hydration/skin replenishing), Ethylhexyl Stearate (texture-enhancing), Cocoglycerides (emollient), Butyrospermum Parkii Butter (shea butter/antioxidant/emollient), Squalane (emollient), Sodium Polyacrylate (texture-enhancing), Lecithin (skin-restoring), Adenosine (skin-restoring), Palmitoyl Tripeptide-1 (skin-restoring), Ceramide NP (hydration/skin replenishing), Retinol (skin-restoring), Punica Granatum Extract (pomegranate extract/antioxidant), Camellia Oleifera Leaf Extract (green tea extract/antioxidant), Glycyrrhiza Glabra Root Extract (licorice extract/skin-soothing), Tetrahydrodiferuloylmethane (antioxidant), Tetrahydrodemethoxydiferuloylmethane (antioxidant), Tetrahydrobisdemethoxydiferuloylmethane (antioxidant), Tocopheryl Acetate (antioxidant), Chamomilla Recutita Matricaria Flower Extract (skin-soothing), Glycine Soja Seed Extract (soybean extract/antioxidant), Glycine Soja Oil (soybean oil/emollient/antioxidant), Butylene Glycol (hydration), Propylene Glycol (hydration), Glyceryl Polymethacrylate (texture-enhancing), Xanthan Gum (texture-enhancing), Phenoxyethanol (preservative).","Clean, treated  ",N/A  ,"Dehydrated, Aging  ",Yes  ,Any  ,Hydration; Anti-aging  ,N/A  ,N/A  ,No  ,Pea-sized  ,Seal the moisture  ,
Paula's Choice  ,Youth-Extending Daily Hydrating Fluid SPF 50  ,$33.00,Sunscreen  ,"An innovative water-light formula that contains a vital selection of antioxidants and broad-spectrum sun protection to fight visible signs of aging and prevent premature aging of skin.
Promotes a healthier, younger-looking appearance
Fights against environmental stressors
Fluid formula leaves a matte finish
Use as the last step in your AM skincare routine",  AM  ,No restrictions  ,"Avobenzone 2.0%
 Octinoxate 7.50%
Octisalate 5.0%
Octocrylene 2.0%  ","Water (Aqua), Glycerin (hydration/skin replenishing), Silica (absorbent agent), Dimethicone (hydration), Tocopherol (vitamin E/antioxidant), Chamomilla Recutita (Matricaria) Flower Extract (Matricaria), Vitis Vinifera (Grape) Seed Extract (antioxidants), Camellia Sinensis (Green Tea) Leaf Extract (antioxidants), Camellia Oleifera (Green Tea) Leaf Extract(antioxidants), Peucedanum Graveolens (Dill) Extract (antioxidants), Sambucus Nigra (Black Elderberry) Fruit Extract (antioxidants), Avena Sativa (Oat) Bran Extract (skin-soothing), Punica Granatum (Pomegranate) Extract(antioxidants), Lycium Barbarum (Goji) Fruit Extract(antioxidants), Hydrogenated Lecithin (skin-restoring), Titanium Dioxide (texture-enhancing/texture-enhancing), Dimethicone/Vinyl Dimethicone Crosspolymer (hydration), Diethylhexyl Syringylidenemalonate (hydration), Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer (film-forming/suspending agent), Xanthan Gum (texture-enhancers), Sodium Carbomer (texture-enhancers), Benzyl Alcohol (preservative), Sodium Benzoate (stabilizer), Potassium Sorbate (stabilizer), Phenoxyethanol (preservative).","Clean, moisturized  ",N/A  ,Aging  ,Yes  ,Any  ,Protect against sun  ,N/A  ,N/A  ,No  ,Pea-sized  ,Protect the barrier  ,
Paula's Choice  ,Redness Relief SPF 30 Mineral Moisturizer for Normal to Dry Skin  ,$29.00,Sunscreen  ,"A mineral-based sunscreen that replenishes dry, sensitive skin with smoothing hydration while protecting it against damaging UVA/UVB rays.

Diminishes the appearance of redness
Helps keep skin looking younger, longer
Creamy lotion texture
Use as the last step in your AM skincare routine",  AM  ,No restrictions  ,"Titanium Dioxide 3.85%
 Zinc Oxide 3.12%  ","Water (Aqua), C12-15 Alkyl Benzoate (texture-enhancing/emollient), Isononyl Isononanoate (texture-enhancing/emollient), Prunus Armeniaca Kernel Oil (apricot oil/non-fragrant plant oil/emollient), Cyclopentasiloxane (hydration), Glyceryl Stearate (emollient), PEG-100 Stearate (texture-enhancing), Butylene Glycol (hydration), Pentylene Glycol (hydration), Cetearyl Alcohol (emollient), Dimethicone (hydration), Glycine Soja Sterols (soybean/emollient), VP/Eicosene Copolymer (texture-enhancing), Avena Sativa Kernel Extract (oat extract/skin-soothing), Glycerin (hydration/skin replenishing), Sodium Hyaluronate (hydration), Allantoin (skin-soothing), Tocopheryl Acetate (vitamin E/antioxidant), Hydrogenated Lecithin (skin replenishing), Tetrahexyldecyl Ascorbate (vitamin C/antioxidant), Superoxide Dismutase (antioxidant), Ubiquinone (antioxidant), Ceramide NG (hydration/skin replenishing), Methicone (hydration), Palmitoyl Hexapeptide-12 (texture-enhancing), PEG-10 Dimethicone (texture-enhancing), Cucumis Sativus Fruit Extract (cucumber extract/skin-soothing), Caprylic/Capric Triglyceride (emollient), Tribehenin (emollient), PEG-10 Phytosterol (texture-enhancing/emollient), Sorbitan Stearate (texture-enhancing), Polyhydroxystearic Acid (texture-enhancing), Alumina (stabilizer), Polysorbate 20 (stabilizer), Aluminum Stearate (texture-enhancing), Xanthan Gum (texture-enhancing), Caprylyl Glycol (preservative), Disodium EDTA (stabilizer), Ethylhexylglycerin (preservative), Phenoxyethanol (preservative), Chlorphenesin (preservative).","Clean, moisturized  ",N/A  ,"Aging, dehydrated  ",Yes  ,Any  ,Protect against sun  ,N/A  ,N/A  ,No  ,Pea-sized  ,Protect the barrier  ,
Paula's Choice  ,Skin Restoring Moisturizer with SPF 50  ,33.00 $ ,Moisturize + Sunscreen  ,"This antioxidant-rich moisturizer hydrates and protects with superstar ingredients like niacinamide, shea butter and licorice for flawless, younger-looking skin.
Helps prevent premature aging
Antioxidants protect against environmental stressors
Hydrating cream leaves a dewy finish
Use as the last step in your AM skincare routine",  AM  ,No restrictions  ,Avobenzone 3%; Homosalate 5%; Octinoxate 7.50%; Octisalate 5%; Oxybenzone 5%    ,"Water (Aqua), Silica (opacifier and texture enhancer), Glycerin (hydration), Cetearyl Alcohol (texture enhancer), Dimethicone (hydration), Butylene Glycol, Pentylene Glycol (hydration), Potassium Cetyl Phosphate (emulsifier), Cyclopentasiloxane (hydration), Pyrus Malus (Apple) Fruit Extract (skin-restoring), VP/Eicosene Copolymer (texture enhancer), Butyrospermum Parkii (Shea) Butter (emollient), Allantoin (skin soothing), Niacinamide (skin-restoring), Tocopherol (vitamin E/antioxidant), Glycyrrhiza Glabra (Licorice) Root Extract (skin soothing), Aloe Barbadensis Leaf Juice (hydration, soothing), Atractylodes Macrocephala Root Powder (antioxidant), Avena Sativa (Oat) Kernel Extract (skin soothing), Coffea Arabica (Coffee) Seed Extract, Portulaca Oleracea Extract, Mahonia Aquifolium Root Extract, Diethylhexyl Syringylidenemalonate (antioxidants), Sarcosine, Capryloyl Glycine, Maltooligosyl Glucoside, Cetearyl Glucoside (skin softeners), Dimethiconol (texture enhancer), Acrylates/C10-30 Alkyl Acrylate Crosspolymer (stabilizer), Hydrogenated Starch Hydrolysate (hydration), Hexylene Glycol (texture enhancer), 4-T-Butylcyclohexanol (emollient), Glyceryl Stearate, PEG-100 Stearate (texture enhancers), Sodium Hydroxide (pH adjuster), Xanthan Gum (stabilizer), Disodium EDTA (chelating agent), Phenoxyethanol, Caprylyl Glycol (preservatives), Ethylhexylglycerin (skin softening).","Clean, treated  ",N/A  ,"Dry, Aging  ",Yes  ,Any  ,Protect against sun  ,N/A  ,N/A  ,No  ,Grape-sized  ,Protect the barrier  ,
CeRaVe   ,Hydrocortisone cream for itch relief,8.59 $ ,Treat  ,"Eczema-prone and extra-dry skin can benefit from a hydrocortisone cream that provides long-lasting, temporary itch relief. Also effective for minor skin irritations and rashes, an anti-itch cream with ceramides helps restore the skin’s protective barrier to help prevent further skin sensitivity and moisture loss. Additional ingredients such as moisturizing hyaluronic acid and calming niacinamide also help soothe eczema and extra-dry skin as well.

CeraVe Hydrocortisone Anti-Itch Cream was developed with dermatologists to relieve inflammation due to eczema and soothe eczema symptoms. This fragrance-free anti-itch cream contains 1% hydrocortisone (the maximum strength available without a prescription) and goes beyond itch relief with the addition of three essential barrier-strengthening ceramides plus hyaluronic acid for extra hydration and niacinamide for skin-soothing benefits.

Maximum-strength 1% hydrocortisone provides long-lasting, temporary itch relief
Ceramides: Essential for healthy skin, ceramides help restore and maintain the skin’s natural barrier
Hyaluronic acid: This ingredient attracts hydration to the skin’s surface and helps the skin retain moisture
Niacinamide: Helps a compromised skin barrier while improving the appearance of the skin
Fragrance-free
Developed with dermatologists
Accepted by the National Eczema Association",  AM/PM  ,No restrictions  ,1% Hydrocortizone   ,"Aqua / Water / Eau, Cetearyl Alcohol, Glycerin, Ceteareth-20, Isopropyl Myristate, Cyclopentasiloxane, Hydrocortisone, Benzyl Alcohol, Isostearyl Neopentanoate, Cetyl Palmitate, Peg-40 Stearate, Potassium Lactate, Ceramide Np, Ceramide Ap, Potassium Sorbate, Ceramide Eop, Carbomer, Niacinamide, Dimethicone/Vinyltrimethylsiloxysilicate Crosspolymer, Dimethyl Mea, Aloe Barbadensis Leaf Juice, Methylparaben, Sodium Lauroyl Lactylate, Sodium Hyaluronate, Sodium Benzoate, Cholesterol, Avena Sativa Kernel Extract / Oat Kernel Extract, Phenoxyethanol, Citric Acid, Phytosphingosine, Xanthan Gum, Maltodextrin, Chrysanthemum Parthenium Extract / Feverfew Extract, Ethylhexylglycerin","Clean, moisturized  ",N/A  ,Eczema  ,Yes  ,Any  ,Soothing skin     ,N/A  ,N/A  ,No  ,Pine nut sized  ,Soothe  ,
CeRaVe   ,Acne Foaming Cream Cleanser,11.99 $ ,Clean  ,"An effective acne cleanser is the first step of an anti-acne regimen, and it sets the stage for other products that follow, including over-the-counter and prescription-based acne treatments. Beyond helping to clear acne pimples and blackheads, an acne cleanser with benzoyl peroxide can also help give acne blemishes a chance to heal while maintaining the skin’s barrier.

Ceramides are an essential component of the skin’s barrier. Their levels can be depleted over time by using harsh skincare products, which can lead to a potential increase in dryness and irritation. Acne-prone skin has been associated with lower levels of ceramides that play a key role in the skin’s protective barrier,[1] so an acne face wash that is formulated with these lipids may be able to help maintain clear skin.",  PM  ,4,4% Benzoyl Peroxide  ,"Water, Glycerin, Propylene Glycol, Cocamidopropyl Hydroxysultaine, Sodium C14-16 Olefin Sulfonate, Xanthan Gum, Potassium Hydroxide, Ceramide Np, Ceramide Ap, Ceramide Eop, Carbomer, Niacinamide, Glycolic Acid, Sodium Chloride, Sodium Citrate, Sodium Hyaluronate, Sodium Lauroyl Lactylate, Sodium Hydroxide, Cholesterol, Phenoxyethanol, Propanediol, Citric Acid, Tetrasodium Edta, Diethylhexyl Sodium Sulfosuccinate, Phytosphingosine, Ethylhexylglycerin, Benzoic Acid",Dirty  ,N/A  ,"Acne-prone, Blemishes, Oily  ",No  ,Any  ,Clearer skin  ,N/A  ,N/A  ,No  ,Pea-sized  ,Cleanse  ,
CeRaVe   ,Mineral moisturizer with SPF,13.47 $ ,Moisturize + Sunscreen  ,"CeraVe AM Facial Moisturizer is a morning skincare multitasker. Featuring three essential ceramides, hydrating hyaluronic acid and soothing niacinamide, this face lotion uses patented MVE Delivery Technology to supply much-needed moisture and nourishment throughout the day. Offering Broad Spectrum sunscreen, this moisturizer with SPF 30 features InVisibleZinc™ Technology (microfine zinc oxide) that spreads easily and evenly while leaving a residue-free clear finish. And because this non-comedogenic moisturizer formula won’t clog pores, it’s ideal for all skin types.
",  AM  ,No restrictions  ,"Homosalate (10%), Meradimate (5%), Octinoxate (5%), Octocrylene (2%), Zinc Oxide (6.3%)  ","Water, Niacinamide, Glycerin, Cetearyl Alcohol, Behentrimonium Methosulfate, Dimethicone, BHT, Ceramide NP, Ceramide AP, Ceramide

EOP, Carbomer, Triethoxycaprylylsilane, Methylparaben, Sodium Lauroyl
Lactylate, Cholesterol, Aluminum Starch Octenylsuccinate, Disodium
Edta, Propylparaben, Hydroxyethylcellulose, Hydrolyzed Hyaluronic
Acid, Phytosphingosine, Xanthan Gum","Treated, damp  ",N/A  ,"Sensitive, dry  ",Yes  ,Any  ,Protect against sun  ,N/A,N/A  ,No  ,Pea-sized  ,Protect the barrier  ,
CeRaVe   ,Resurfacing Retinol Serum,29.98 $ ,Treat  ,"Developed with dermatologists, CeraVe Resurfacing Retinol Serum helps smooth and improve skin texture by reducing the appearance of post-acne marks, minimizing the look of pores and refining the skin’s surface. This formula contains encapsulated retinol to help resurface the skin and licorice root extract to help brighten the skin’s appearance. In addition, it is also formulated with three essential ceramides to help restore the skin’s barrier, along with soothing niacinamide. Lightweight and fast-absorbing, this resurfacing serum helps restore even skin tone and promote a healthy-looking complexion.",  PM  ,No restrictions  ,N/A  ,"Aqua / Water / Eau, Propanediol, Dimethicone, Cetearyl Ethylhexanoate, Niacinamide, Ammonium Polyacryloyldimethyl Taurate, Dipotassium Glycyrrhizate, Hydrogenated Lecithin, Potassium Phosphate, Ceramide Np, Ceramide Ap, Ceramide Eop, Carbomer, Cetearyl Alcohol, Behentrimonium Methosulfate, Dimethiconol, Lecithin, Sodium Citrate, Retinol, Sodium Hyaluronate, Sodium Lauroyl Lactylate, Cholesterol, Phenoxyethanol, Alcohol, Isopropyl Myristate, Caprylyl Glycol","Clean, hydrated  ",N/A  ,"Acne-prone, Blemishes  ",No  ,Any  ,Clearer skin  ,N/A  ,N/A  ,Yes  ,Pea-sized  ,Renews cells  ,
CeRaVe   ,Facial Moisturizing Lotion PM,15.99 $ ,Moisturize  ,"Skin needs moisture around the clock. A night cream with niacinamide is ideal to soothe skin while you sleep. For maximum hydration and skin-barrier replenishment that helps the skin hold on to moisture, look for ingredients like hyaluronic acid and ceramides. We recommend a non-comedogenic nighttime moisturizer like CeraVe PM Facial Moisturizing Lotion which has both ingredients and won’t clog pores or cause acne flare-ups.

Ideal for normal to oily skin, CeraVe PM Facial Moisturizer features three essential barrier-strengthening ceramides, hydrating hyaluronic acid and soothing niacinamide in an oil-free, non-comedogenic formula. This rich yet lightweight night cream uses patented MVE Delivery Technology to deliver a steady stream of much-needed moisture throughout the night, and helps the skin hold on to it.

Ultra-lightweight night cream
MVE Technology: This patented delivery system continually releases moisturizing ingredients for 24-hour hydration
Ceramides: Essential for healthy skin, ceramides help restore and maintain the skin’s natural barrier
Hyaluronic acid: This ingredient attracts hydration to the skin’s surface and helps the skin retain moisture
Niacinamide: Helps repair a compromised skin barrier while improving the appearance of the skin
Non-comedogenic, hypoallergenic, oil-free, fragrance-free and non-irritating
Developed with dermatologists",  PM  ,No restrictions  ,N/A  ,"Aqua / Water / Eau, Glycerin, Caprylic/Capric Triglyceride, Niacinamide, Cetearyl Alcohol, Potassium Phosphate, Ceramide Np, Ceramide Ap, Ceramide Eop, Carbomer, Dimethicone, Ceteareth-20, Behentrimonium Methosulfate, Sodium Lauroyl Lactylate, Sodium Hyaluronate, Cholesterol, Phenoxyethanol, Disodium Edta, Dipotassium Phosphate, Caprylyl Glycol, Phytosphingosine, Xanthan Gum, Polyglyceryl-3 Diisostearate, Ethylhexylglycerin","Clean, treated  ",N/A  ,"Acne-prone, Blemishes, Oily  ",No  ,Any  ,Hydration; Calm red skin  ,N/A  ,N/A  ,No  ,Pea-sized  ,Seal the moisture  ,
CeRaVe   ,Hydrating cleanser for normal-to-dry skin,14.64 $ ,Clean  ,"CeraVe Hydrating Facial Cleanser is a gentle face wash with ingredients like ceramides which reinforce the barrier and help the skin lock in moisture, along with hyaluronic acid that attracts hydration to the skin’s surface.

CeraVe Hydrating Cleanser was developed with dermatologists to cleanse and refresh the skin without over-stripping it or leaving it feeling tight and dry. Featuring three types of essential ceramides to restore the skin’s barrier and hydrating hyaluronic acid, this non-comedogenic face wash is an effective yet non-irritating way to start off any skincare regimen for normal to dry skin—and it uses MVE Delivery Technology to supply the skin with a steady stream of nourishment throughout the day and night.

Suitable for normal to dry skin
MVE Technology: This patented delivery system continually releases moisturizing ingredients for 24-hour hydration
Ceramides: Essential for healthy skin, ceramides help restore and maintain the skin’s natural barrier
Hyaluronic acid: This ingredient attracts hydration to the skin’s surface and helps the skin retain moisture
Non-comedogenic, non-irritating and fragrance-free
Developed with dermatologists
Accepted by the National Eczema Association
INGREDIENTS
HOW TO USE",  AM/PM  ,No restrictions  ,N/A  ,"Aqua / Water / Eau, Glycerin, Cetearyl Alcohol, Peg-40 Stearate, Stearyl Alcohol, Potassium Phosphate, Ceramide Np, Ceramide Ap, Ceramide Eop, Carbomer, Glyceryl Stearate, Behentrimonium Methosulfate, Sodium Lauroyl Lactylate, Sodium Hyaluronate, Cholesterol, Phenoxyethanol, Disodium Edta, Dipotassium Phosphate, Tocopherol, Phytosphingosine, Xanthan Gum, Cetyl Alcohol, Polysorbate 20, Ethylhexylglycerin",Dirty  ,N/A  ,"Sensitive, dry  ",Yes  ,Any  ,Hydration; Glow; Clearer skin  ,N/A  ,N/A  ,No  ,Pea-sized  ,Cleanse  ,
CeRaVe   ,Foaming facial cleanser for normal-to-oily skin,15.84 $ ,Clean  ,"CeraVe Foaming Facial Cleanser features ceramides, hyaluronic acid and niacinamide to help reinforce the skin’s barrier, attract hydration and soothe the skin.

CeraVe Foaming Facial Cleanser was developed with dermatologists to deeply cleanse, remove excess oil and refresh the skin without over-stripping it or leaving it feeling tight and dry. Featuring three types of essential ceramides, hyaluronic acid and niacinamide, this gel-based foaming cleanser is an effective yet non-irritating way to start off any skincare regimen for normal to oily skin.

Suitable for normal to oily skin
Refreshing gel foaming action
Ceramides: Essential for healthy skin, ceramides help restore and maintain the skin’s natural barrier
Hyaluronic acid: This ingredient attracts hydration to the skin’s surface and helps the skin retain moisture
Niacinamide: Helps the skin barrier and calms the skin
Non-comedogenic, non-irritating and fragrance-free
Developed with dermatologists",  AM/PM  ,No restrictions  ,N/A  ,"Aqua / Water / Eau, Cocamidopropyl Hydroxysultaine, Glycerin, Sodium Lauroyl Sarcosinate, Peg-150 Pentaerythrityl Tetrastearate, Niacinamide, Peg-6 Caprylic/Capric Glycerides, Sodium Methyl Cocoyl, Taurate, Propylene Glycol, Ceramide Np, Ceramide Ap, Ceramide Eop, Carbomer, Methylparaben, Sodium Chloride, Sodium Lauroyl Lactylate, Cholesterol, Disodium Edta, Propylparaben, Citric Acid, Tetrasodium Edta, Hydrolyzed Hyaluronic Acid, Phytosphingosine, Xanthan Gum",Dirty  ,N/A  ,"Sensitive, oily  ",Yes  ,Any  ,"Hydration; Clearer skin, Excess oil control  ",N/A  ,N/A  ,No  ,Pea-sized  ,Cleanse  ,
CeRaVe   ,Daily Moisturizing Lotion ,11.24 $ ,Moisturize  ," CeraVe Daily Moisturizing Lotion replenishes essential lipids so the skin is balanced and comfortable.

CeraVe Daily Moisturizing Lotion is a lightweight, oil-free moisturizer that helps hydrate the skin and restore its natural barrier. Formulated with three essential ceramides and hyaluronic acid, this moisturizing lotion features patented MVE Technology for long-lasting hydration and a lightweight, non-comedogenic formula that won’t clog pores. Hypoallergenic and non-irritating, this daily moisturizer is gentle on the skin as it provides a steady stream of 24-hour hydration.

 Moisturizes and helps restore the skin’s protective barrier
 Lightweight and non-greasy
 MVE Technology: This patented delivery system continually releases moisturizing ingredients for 24-hour hydration
 Ceramides: Essential for healthy skin, ceramides help restore and maintain the skin’s natural barrier
 Hyaluronic acid: This ingredient attracts hydration to the skin’s surface and helps the skin retain moisture
 Non-comedogenic, hypoallergenic, oil-free and fragrance-free
 Developed with dermatologists
 Accepted by the National Eczema Association",  AM  ,No restrictions  ,N/A  ,"Aqua / Water / Eau, Glycerin, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Cetyl Alcohol, Potassium Phosphate, Ceramide Np, Ceramide Ap, Ceramide Eop, Carbomer, Dimethicone, Ceteareth-20, Behentrimonium Methosulfate, Methylparaben, Sodium Lauroyl Lactylate, Cholesterol, Disodium Edta, Dipotassium Phosphate, Propylparaben, Hydrolyzed Hyaluronic Acid, Phytosphingosine, Xanthan Gum, Polysorbate 20, Polyglyceryl-3 Diisostearate
","Clean, treated  ",N/A  ,"Sensitive, dry, normal  ",Yes  ,Any  ,Hydration; Clearer skin  ,N/A  ,N/A  ,No  ,Pea-sized  ,Seal the moisture  ,
Neutrogena  ,Sheer Zinc Face Dry-Touch Sunscreen Broad Spectrum SPF 50,12.99 $ ,Sunscreen  ,"Neutrogena Sheer Zinc™ Face Sunscreen Lotion Broad Spectrum SPF 50 is a mineral sunscreen with Purescreen® naturally-sourced 100% zinc oxide technology. This gentle formula delivers superior broad spectrum protection against burning UVB and aging UVA rays. Plus, it's mild even on sensitive skin, and it's free of fragrance, parabens, phthalates, dyes, and irritating chemicals.

Formulated specifically for facial skin, this product contains antioxidants and layers invisibly under makeup. Our Dry-Touch technology ensures that this sunscreen dries with a non-greasy, lightweight finish. It's also easy to apply.

 1 mineral sunscreen brand*
Hypoallergenic
Non-comedogenic (won't clog pores)
Oil-free
Wont' sting eyes
Water resistant (80 minutes)",  AM  ,No restrictions  ,Zinc oxide 21.6%  ,"Water, C12-15 Alkyl Benzoate, Octyldodecyl Citrate Crosspolymer, Styrene/Acrylates Copolymer, Phenyl Trimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Dimethicone, Polyhydroxystearic Acid, Glycerin, Ethyl Methicone,Cetyl Dimethicone, Silica, Colloidal Oatmeal, Tocopheryl Acetate, Chrysanthemum Parthenium (Feverfew) Flower/Leaf/Stem Juice, Glyceryl Behenate, Phenethyl Alcohol, Caprylyl Glycol, Cetyl Dimethicone/Bis-Vinyldimethicone Crosspolymer, Acrylates/Dimethicone Copolymer, Sodium Chloride, Phenoxyethanol, Chlorphenesin","Clean, moisturized  ",N/A  ,Any  ,Yes  ,Any  ,Protect against sun  ,N/A  ,N/A  ,No  ,Pea-sized  ,Protect the barrier  ,
Neutrogena  ,"Rapid Dark Circle Repair Eye Cream
",22.49 $ ,Moisturize  ,"Instantly wake up fatigued eyes and start to reduce the look of dark circles in just one week. Formulated with our exclusive Accelerated Brightening Complex, this ophthalmologist-tested, nourishing eye cream diffuses the look of dark circles while light reflecting minerals brighten up eyes. Our eye cream works well alone or under makeup to target stubborn crows feet and wrinkles.",  AM/PM  ,No restrictions  ,N/A  ,"Water, Dimethicone, Pentaerythrityl Tetraethylhexanoate, Methyl Trimethicone, Dimethicone/PEG-10/15 Crosspolymer, Butylene Glycol, C30-45 Alkyl Methicone, Glycerin, Dicaprylyl Carbonate, C30-45 Olefin, Trisiloxane, PEG-9 Polydimethylsiloxyethyl Dimethicone, Silica, Zinc, Phenoxyethanol, Polyglyceryl-4 Isostearate, Sodium Chloride, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Chlorphenesin, Disodium EDTA, Ethylhexylglycerin, PEG/PPG-18/18 Dimethicone, Triethoxycaprylylsilane, Copper Powder, Mica, Titanium Dioxide, Iron Oxides.","Clean, treated  ",N/A  ,Uneven skin tone  ,Yes  ,Any  ,Hydration; Even Tone   ,N/A  ,N/A  ,No  ,Pine nut sized  ,Hydrate  ,
Neutrogena  ,"Rapid Wrinkle Repair® Regenerating Retinol Cream, Fragrance-Free + Hyaluronic Acid",28.49 $ ,Treat  ,"
DETAILS
Benefits

Rapid Wrinkle Repair® Regenerating Cream, Fragrance-Free regenerates visibly younger-looking skin in just one week. This rich fragrance-free moisturizing cream delivers hyaluronic acid and the highest concentration of Accelerated Retinol SA, the fastest retinol currently available, deep into skin's surface. It works quickly and effectively to smooth the look of fine lines and instantly plump with moisture rich replenishers. Skin is left looking visibly smoother and younger in just one week.

Accelerated Retinol SA
Fade the look of deep wrinkles, including crow's feet
Brightens skin tone
Smooth fine lines & texture",  AM/PM  ,No restrictions  ,N/A  ,"Water, Pentaerythrityl Tetraethylhexanoate, Glycerin, Dimethicone, PPG 15 Stearyl Ether, Stearyl Alcohol, Cetearyl Alcohol, Butylene Glycol, Glyceryl Behenate, Ceteareth 20, Isohexadecane, Dimethicone Crosspolymer, Cyclopentasiloxane, Polyethylene, Sodium Polyacrylate, Phenoxyethanol, Caprylyl Glycol, Sodium Acryloyldimethyltaurate/VP Crosspolymer, Polyacrylamide, PTFE, C13-14 Isoparaf n, Chlorphenesin, Polysorbate 20, Hydrolyzed Myrtus Communis Leaf Extract, Retinol, BHT, Sodium Hyaluronate, Disodium EDTA, Sodium Hydroxide, Laureth-7, Ascorbic Acid","Clean, hydrated  ",N/A  ,"Aging, Fine lines  ",No  ,Any  ,Hydration; Anti-aging; Plump skin  ,N/A  ,N/A  ,No  ,Pea-sized  ,Seal the moisture  ,
LA ROCHE POSAY  ,"
THERMAL SPRING WATER FACE MIST",12.99 $ ,Hydrate  ,"This soothing face mist for sensitive skin gently refreshes and tones the skin. Sourced in La Roche-Posay, France, this thermal spring water is naturally rich in minerals with scientifically demonstrated soothing and antioxidant properties.
",  AM/PM  ,No restrictions  ,N/A  ,Aqua(Water),"Clean, moisturized  ",N/A  ,"Sensitive, dry  ",Yes  ,Any  ,Hydration  ,N/A  ,N/A  ,No  ,Spray   ,Hydrate  ,
